Date,Chamber,Initials,Round,Plant,Plant_no,Plant_ID,Flowering,Leaf_no,Flower_no,Height_cm,Notes,FLOWERING STALKS
12/1/21,63,OB,1,B,1,B.1,0,3,0,,,
12/1/21,60,OB,1,B,1,B.1,0,3,0,,,
12/1/21,61,OB,1,B,1,B.1,0,3,0,,,
12/1/21,62,OB,1,B,1,B.1,0,3,0,,,
12/1/21,63,OB,1,BW,1,BW.1,0,,0,,NS,
12/1/21,63,OB,1,N,3,N.3,0,,0,,NS,
12/1/21,60,OB,1,BW,6,BW.6,0,,0,,NS,
12/1/21,60,OB,1,BW,7,BW.7,0,,0,,NS,
12/1/21,63,OB,1,N,7,N.7,0,,0,,NS,
12/1/21,63,OB,1,N,9,N.9,0,,0,,NS,
12/1/21,63,OB,1,N,10,N.10,0,,0,,NS,
12/1/21,62,OB,1,BW,11,BW.11,0,,0,,NS,
12/1/21,63,OB,1,N,11,N.11,0,,0,,NS,
12/1/21,63,OB,1,BW,8,BW.8,0,,0,,sprouting,
12/1/21,60,OB,1,BW,1,BW.1,0,2,0,,,
12/1/21,61,OB,1,BW,1,BW.1,0,3,0,,,
12/1/21,62,OB,1,BW,1,BW.1,0,2,0,,,
12/1/21,63,OB,1,LP,1,LP.1,0,4,0,,,
12/1/21,60,OB,1,LP,1,LP.1,0,6,0,,,
12/1/21,61,OB,1,LP,1,LP.1,0,4,0,,,
12/1/21,62,OB,1,LP,1,LP.1,0,4,0,,,
12/1/21,63,OB,1,C,1,C.1,0,3,0,,,
12/1/21,60,OB,1,C,1,C.1,0,4,0,,,
12/1/21,61,OB,1,C,1,C.1,0,3,0,,,
12/1/21,62,OB,1,C,1,C.1,0,3,0,,,
12/1/21,63,OB,1,N,1,N.1,0,3,0,,,
12/1/21,60,OB,1,N,1,N.1,0,,0,,,
12/1/21,61,OB,1,N,1,N.1,0,4,0,,,
12/1/21,62,OB,1,N,1,N.1,0,2,0,,,
12/1/21,63,OB,1,PP,1,PP.1,0,,0,,,
12/1/21,60,OB,1,PP,1,PP.1,0,2,0,,,
12/1/21,61,OB,1,PP,1,PP.1,0,,0,,,
12/1/21,62,OB,1,PP,1,PP.1,0,,0,,,
12/1/21,63,OB,1,SA,1,SA.1,0,4,0,,,
12/1/21,60,OB,1,SA,1,SA.1,0,4,0,,,
12/1/21,61,OB,1,SA,1,SA.1,0,4,0,,,
12/1/21,62,OB,1,SA,1,SA.1,0,4,0,,,
12/1/21,63,OB,1,SF,1,SF.1,0,4,0,,,
12/1/21,60,OB,1,SF,1,SF.1,0,4,0,,,
12/1/21,61,OB,1,SF,1,SF.1,0,4,0,,,
12/1/21,62,OB,1,SF,1,SF.1,0,,0,,,
12/1/21,63,OB,1,D,1,D.1,0,3,0,,,
12/1/21,60,OB,1,D,1,D.1,0,3,0,,,
12/1/21,61,OB,1,D,1,D.1,0,3,0,,,
12/1/21,62,OB,1,D,1,D.1,0,3,0,,,
12/1/21,63,OB,1,BW,2,BW.2,0,2,0,,,
12/1/21,60,OB,1,BW,2,BW.2,0,2,0,,,
12/1/21,61,OB,1,BW,2,BW.2,0,3,0,,,
12/1/21,62,OB,1,BW,2,BW.2,0,2,0,,,
12/1/21,63,OB,1,C,2,C.2,0,3,0,,,
12/1/21,60,OB,1,C,2,C.2,0,3,0,,,
12/1/21,61,OB,1,C,2,C.2,0,3,0,,,
12/1/21,62,OB,1,C,2,C.2,0,3,0,,,
12/1/21,63,OB,1,LP,2,LP.2,0,4,0,,,
12/1/21,60,OB,1,LP,2,LP.2,0,4,0,,,
12/1/21,61,OB,1,LP,2,LP.2,0,4,0,,,
12/1/21,62,OB,1,LP,2,LP.2,0,4,0,,,
12/1/21,63,OB,1,N,2,N.2,0,3,0,,,
12/1/21,60,OB,1,N,2,N.2,0,4,0,,,
12/1/21,61,OB,1,N,2,N.2,0,,0,,,
12/1/21,62,OB,1,N,2,N.2,0,3,0,,,
12/1/21,63,OB,1,PP,2,PP.2,0,,0,,,
12/1/21,60,OB,1,PP,2,PP.2,0,,0,,,
12/1/21,61,OB,1,PP,2,PP.2,0,,0,,,
12/1/21,62,OB,1,PP,2,PP.2,0,,0,,,
12/1/21,63,OB,1,SA,2,SA.2,0,4,0,,,
12/1/21,60,OB,1,SA,2,SA.2,0,4,0,,,
12/1/21,61,OB,1,SA,2,SA.2,0,4,0,,,
12/1/21,62,OB,1,SA,2,SA.2,0,4,0,,,
12/1/21,63,OB,1,SF,2,SF.2,0,4,0,,,
12/1/21,60,OB,1,SF,2,SF.2,0,4,0,,,
12/1/21,61,OB,1,SF,2,SF.2,0,4,0,,,
12/1/21,62,OB,1,SF,2,SF.2,0,4,0,,,
12/1/21,63,OB,1,D,2,D.2,0,3,0,,,
12/1/21,60,OB,1,D,2,D.2,0,3,0,,,
12/1/21,61,OB,1,D,2,D.2,0,3,0,,,
12/1/21,62,OB,1,D,2,D.2,0,3,0,,,
12/1/21,63,OB,1,B,2,B.2,0,2,0,,,
12/1/21,60,OB,1,B,2,B.2,0,3,0,,,
12/1/21,61,OB,1,B,2,B.2,0,3,0,,,
12/1/21,62,OB,1,B,2,B.2,0,,0,,,
12/1/21,63,OB,1,B,3,B.3,0,3,0,,,
12/1/21,60,OB,1,B,3,B.3,0,4,0,,,
12/1/21,61,OB,1,B,3,B.3,0,3,0,,,
12/1/21,62,OB,1,B,3,B.3,0,3,0,,,
12/1/21,63,OB,1,BW,3,BW.3,0,,0,,,
12/1/21,60,OB,1,BW,3,BW.3,0,3,0,,,
12/1/21,61,OB,1,BW,3,BW.3,0,2,0,,,
12/1/21,62,OB,1,BW,3,BW.3,0,3,0,,,
12/1/21,63,OB,1,C,3,C.3,0,3,0,,,
12/1/21,60,OB,1,C,3,C.3,0,3,0,,,
12/1/21,61,OB,1,C,3,C.3,0,3,0,,,
12/1/21,62,OB,1,C,3,C.3,0,3,0,,,
12/1/21,63,OB,1,LP,3,LP.3,0,4,0,,,
12/1/21,60,OB,1,LP,3,LP.3,0,4,0,,,
12/1/21,61,OB,1,LP,3,LP.3,0,4,0,,,
12/1/21,62,OB,1,LP,3,LP.3,0,4,0,,,
12/1/21,60,OB,1,N,3,N.3,0,,0,,,
12/1/21,61,OB,1,N,3,N.3,0,,0,,,
12/1/21,62,OB,1,N,3,N.3,0,3,0,,,
12/1/21,63,OB,1,PP,3,PP.3,0,,0,,,
12/1/21,60,OB,1,PP,3,PP.3,0,,0,,,
12/1/21,61,OB,1,PP,3,PP.3,0,3,0,,,
12/1/21,62,OB,1,PP,3,PP.3,0,,0,,,
12/1/21,63,OB,1,SA,3,SA.3,0,4,0,,,
12/1/21,60,OB,1,SA,3,SA.3,0,4,0,,,
12/1/21,61,OB,1,SA,3,SA.3,0,4,0,,,
12/1/21,62,OB,1,SA,3,SA.3,0,4,0,,,
12/1/21,63,OB,1,SF,3,SF.3,0,4,0,,,
12/1/21,60,OB,1,SF,3,SF.3,0,4,0,,,
12/1/21,61,OB,1,SF,3,SF.3,0,4,0,,,
12/1/21,62,OB,1,SF,3,SF.3,0,4,0,,,
12/1/21,63,OB,1,D,3,D.3,0,3,0,,,
12/1/21,60,OB,1,D,3,D.3,0,3,0,,,
12/1/21,61,OB,1,D,3,D.3,0,3,0,,,
12/1/21,62,OB,1,D,3,D.3,0,4,0,,,
12/1/21,63,OB,1,BW,4,BW.4,0,2,0,,,
12/1/21,60,OB,1,BW,4,BW.4,0,2,0,,,
12/1/21,61,OB,1,BW,4,BW.4,0,2,0,,,
12/1/21,62,OB,1,BW,4,BW.4,0,3,0,,,
12/1/21,63,OB,1,C,4,C.4,0,3,0,,,
12/1/21,60,OB,1,C,4,C.4,0,3,0,,,
12/1/21,61,OB,1,C,4,C.4,0,3,0,,,
12/1/21,62,OB,1,C,4,C.4,0,3,0,,,
12/1/21,63,OB,1,LP,4,LP.4,0,4,0,,,
12/1/21,60,OB,1,LP,4,LP.4,0,4,0,,,
12/1/21,61,OB,1,LP,4,LP.4,0,4,0,,,
12/1/21,62,OB,1,LP,4,LP.4,0,4,0,,,
12/1/21,63,OB,1,N,4,N.4,0,3,0,,,
12/1/21,60,OB,1,N,4,N.4,0,,0,,,
12/1/21,61,OB,1,N,4,N.4,0,3,0,,,
12/1/21,62,OB,1,N,4,N.4,0,4,0,,,
12/1/21,63,OB,1,PP,4,PP.4,0,2,0,,,
12/1/21,60,OB,1,PP,4,PP.4,0,2,0,,,
12/1/21,61,OB,1,PP,4,PP.4,0,2,0,,,
12/1/21,62,OB,1,PP,4,PP.4,0,,0,,,
12/1/21,63,OB,1,SA,4,SA.4,0,4,0,,,
12/1/21,60,OB,1,SA,4,SA.4,0,4,0,,,
12/1/21,61,OB,1,SA,4,SA.4,0,6,0,,,
12/1/21,62,OB,1,SA,4,SA.4,0,4,0,,,
12/1/21,63,OB,1,SF,4,SF.4,0,4,0,,,
12/1/21,60,OB,1,SF,4,SF.4,0,4,0,,,
12/1/21,61,OB,1,SF,4,SF.4,0,4,0,,,
12/1/21,62,OB,1,SF,4,SF.4,0,4,0,,,
12/1/21,63,OB,1,D,4,D.4,0,4,0,,,
12/1/21,60,OB,1,D,4,D.4,0,3,0,,,
12/1/21,61,OB,1,D,4,D.4,0,3,0,,,
12/1/21,62,OB,1,D,4,D.4,0,3,0,,,
12/1/21,63,OB,1,B,4,B.4,0,,0,,NS,
12/1/21,60,OB,1,B,4,B.4,0,2,0,,,
12/1/21,61,OB,1,B,4,B.4,0,3,0,,,
12/1/21,62,OB,1,B,4,B.4,0,2,0,,,
12/1/21,63,OB,1,BW,5,BW.5,0,2,0,,,
12/1/21,60,OB,1,BW,5,BW.5,0,2,0,,,
12/1/21,61,OB,1,BW,5,BW.5,0,,0,,,
12/1/21,62,OB,1,BW,5,BW.5,0,3,0,,,
12/1/21,63,OB,1,C,5,C.5,0,3,0,,,
12/1/21,60,OB,1,C,5,C.5,0,4,0,,,
12/1/21,61,OB,1,C,5,C.5,0,3,0,,,
12/1/21,62,OB,1,C,5,C.5,0,3,0,,,
12/1/21,63,OB,1,D,5,D.5,0,2,0,,,
12/1/21,60,OB,1,D,5,D.5,0,4,0,,,
12/1/21,61,OB,1,D,5,D.5,0,3,0,,,
12/1/21,62,OB,1,D,5,D.5,0,3,0,,,
12/1/21,63,OB,1,LP,5,LP.5,0,4,0,,,
12/1/21,60,OB,1,LP,5,LP.5,0,6,0,,,
12/1/21,61,OB,1,LP,5,LP.5,0,4,0,,,
12/1/21,62,OB,1,LP,5,LP.5,0,4,0,,,
12/1/21,63,OB,1,N,5,N.5,0,3,0,,,
12/1/21,60,OB,1,N,5,N.5,0,,0,,,
12/1/21,61,OB,1,N,5,N.5,0,4,0,,,
12/1/21,62,OB,1,N,5,N.5,0,3,0,,,
12/1/21,63,OB,1,PP,5,PP.5,0,,0,,,
12/1/21,60,OB,1,PP,5,PP.5,0,2,0,,,
12/1/21,61,OB,1,PP,5,PP.5,0,2,0,,,
12/1/21,62,OB,1,PP,5,PP.5,0,,0,,,
12/1/21,63,OB,1,SA,5,SA.5,0,4,0,,,
12/1/21,60,OB,1,SA,5,SA.5,0,4,0,,,
12/1/21,61,OB,1,SA,5,SA.5,0,4,0,,,
12/1/21,62,OB,1,SA,5,SA.5,0,4,0,,,
12/1/21,63,OB,1,SF,5,SF.5,0,4,0,,,
12/1/21,60,OB,1,SF,5,SF.5,0,4,0,,,
12/1/21,61,OB,1,SF,5,SF.5,0,4,0,,,
12/1/21,62,OB,1,SF,5,SF.5,0,4,0,,,
12/1/21,63,OB,1,B,5,B.5,0,3,0,,,
12/1/21,60,OB,1,B,5,B.5,0,2,0,,,
12/1/21,61,OB,1,B,5,B.5,0,,0,,,
12/1/21,62,OB,1,B,5,B.5,0,,0,,,
12/1/21,63,OB,1,BW,6,BW.6,0,2,0,,,
12/1/21,61,OB,1,BW,6,BW.6,0,3,0,,,
12/1/21,62,OB,1,BW,6,BW.6,0,2,0,,,
12/1/21,63,OB,1,C,6,C.6,0,3,0,,,
12/1/21,60,OB,1,C,6,C.6,0,4,0,,,
12/1/21,61,OB,1,C,6,C.6,0,4,0,,,
12/1/21,62,OB,1,C,6,C.6,0,3,0,,,
12/1/21,63,OB,1,D,6,D.6,0,2,0,,,
12/1/21,60,OB,1,D,6,D.6,0,3,0,,,
12/1/21,61,OB,1,D,6,D.6,0,3,0,,,
12/1/21,62,OB,1,D,6,D.6,0,4,0,,,
12/1/21,63,OB,1,LP,6,LP.6,0,4,0,,,
12/1/21,60,OB,1,LP,6,LP.6,0,4,0,,,
12/1/21,61,OB,1,LP,6,LP.6,0,4,0,,,
12/1/21,62,OB,1,LP,6,LP.6,0,4,0,,,
12/1/21,63,OB,1,N,6,N.6,0,2,0,,,
12/1/21,60,OB,1,N,6,N.6,0,4,0,,,
12/1/21,61,OB,1,N,6,N.6,0,4,0,,,
12/1/21,62,OB,1,N,6,N.6,0,,0,,,
12/1/21,63,OB,1,PP,6,PP.6,0,,0,,,
12/1/21,60,OB,1,PP,6,PP.6,0,2,0,,,
12/1/21,61,OB,1,PP,6,PP.6,0,2,0,,,
12/1/21,62,OB,1,PP,6,PP.6,0,,0,,,
12/1/21,63,OB,1,SA,6,SA.6,0,4,0,,,
12/1/21,60,OB,1,SA,6,SA.6,0,4,0,,,
12/1/21,61,OB,1,SA,6,SA.6,0,4,0,,,
12/1/21,62,OB,1,SA,6,SA.6,0,4,0,,,
12/1/21,63,OB,1,SF,6,SF.6,0,4,0,,,
12/1/21,60,OB,1,SF,6,SF.6,0,4,0,,,
12/1/21,61,OB,1,SF,6,SF.6,0,4,0,,,
12/1/21,62,OB,1,SF,6,SF.6,0,4,0,,,
12/1/21,63,OB,1,B,6,B.6,0,3,0,,,
12/1/21,60,OB,1,B,6,B.6,0,3,0,,,
12/1/21,61,OB,1,B,6,B.6,0,3,0,,,
12/1/21,62,OB,1,B,6,B.6,0,3,0,,,
12/1/21,63,OB,1,BW,7,BW.7,0,2,0,,,
12/1/21,61,OB,1,BW,7,BW.7,0,3,0,,,
12/1/21,62,OB,1,BW,7,BW.7,0,2,0,,,
12/1/21,63,OB,1,C,7,C.7,0,3,0,,,
12/1/21,60,OB,1,C,7,C.7,0,3,0,,,
12/1/21,61,OB,1,C,7,C.7,0,3,0,,,
12/1/21,62,OB,1,C,7,C.7,0,3,0,,,
12/1/21,63,OB,1,D,7,D.7,0,2,0,,,
12/1/21,60,OB,1,D,7,D.7,0,4,0,,,
12/1/21,61,OB,1,D,7,D.7,0,3,0,,,
12/1/21,62,OB,1,D,7,D.7,0,3,0,,,
12/1/21,63,OB,1,LP,7,LP.7,0,4,0,,,
12/1/21,60,OB,1,LP,7,LP.7,0,4,0,,,
12/1/21,61,OB,1,LP,7,LP.7,0,4,0,,,
12/1/21,62,OB,1,LP,7,LP.7,0,4,0,,,
12/1/21,60,OB,1,N,7,N.7,0,,0,,,
12/1/21,61,OB,1,N,7,N.7,0,,0,,,
12/1/21,62,OB,1,N,7,N.7,0,,0,,,
12/1/21,63,OB,1,PP,7,PP.7,0,,0,,,
12/1/21,60,OB,1,PP,7,PP.7,0,1,0,,,
12/1/21,61,OB,1,PP,7,PP.7,0,2,0,,,
12/1/21,62,OB,1,PP,7,PP.7,0,,0,,,
12/1/21,63,OB,1,SA,7,SA.7,0,4,0,,,
12/1/21,60,OB,1,SA,7,SA.7,0,4,0,,,
12/1/21,61,OB,1,SA,7,SA.7,0,4,0,,,
12/1/21,62,OB,1,SA,7,SA.7,0,4,0,,,
12/1/21,63,OB,1,SF,7,SF.7,0,2,0,,,
12/1/21,60,OB,1,SF,7,SF.7,0,4,0,,,
12/1/21,61,OB,1,SF,7,SF.7,0,,0,,,
12/1/21,62,OB,1,SF,7,SF.7,0,4,0,,,
12/1/21,63,OB,1,B,7,B.7,0,4,0,,,
12/1/21,60,OB,1,B,7,B.7,0,3,0,,,
12/1/21,61,OB,1,B,7,B.7,0,3,0,,,
12/1/21,62,OB,1,B,7,B.7,0,3,0,,,
12/1/21,60,OB,1,BW,8,BW.8,0,2,0,,,
12/1/21,61,OB,1,BW,8,BW.8,0,2,0,,,
12/1/21,62,OB,1,BW,8,BW.8,0,3,0,,,
12/1/21,63,OB,1,C,8,C.8,0,3,0,,,
12/1/21,60,OB,1,C,8,C.8,0,3,0,,,
12/1/21,61,OB,1,C,8,C.8,0,3,0,,,
12/1/21,62,OB,1,C,8,C.8,0,3,0,,,
12/1/21,63,OB,1,D,8,D.8,0,3,0,,,
12/1/21,60,OB,1,D,8,D.8,0,4,0,,,
12/1/21,61,OB,1,D,8,D.8,0,3,0,,,
12/1/21,62,OB,1,D,8,D.8,0,3,0,,,
12/1/21,63,OB,1,LP,8,LP.8,0,4,0,,,
12/1/21,60,OB,1,LP,8,LP.8,0,4,0,,,
12/1/21,61,OB,1,LP,8,LP.8,0,4,0,,,
12/1/21,62,OB,1,LP,8,LP.8,0,4,0,,,
12/1/21,63,OB,1,N,8,N.8,0,3,0,,,
12/1/21,60,OB,1,N,8,N.8,0,,0,,,
12/1/21,61,OB,1,N,8,N.8,0,2,0,,,
12/1/21,62,OB,1,N,8,N.8,0,3,0,,,
12/1/21,63,OB,1,PP,8,PP.8,0,2,0,,,
12/1/21,60,OB,1,PP,8,PP.8,0,2,0,,,
12/1/21,61,OB,1,PP,8,PP.8,0,2,0,,,
12/1/21,62,OB,1,PP,8,PP.8,0,,0,,,
12/1/21,63,OB,1,SA,8,SA.8,0,4,0,,,
12/1/21,60,OB,1,SA,8,SA.8,0,4,0,,,
12/1/21,61,OB,1,SA,8,SA.8,0,4,0,,,
12/1/21,62,OB,1,SA,8,SA.8,0,4,0,,,
12/1/21,63,OB,1,SF,8,SF.8,0,4,0,,,
12/1/21,60,OB,1,SF,8,SF.8,0,4,0,,,
12/1/21,61,OB,1,SF,8,SF.8,0,4,0,,,
12/1/21,62,OB,1,SF,8,SF.8,0,4,0,,,
12/1/21,63,OB,1,BW,9,BW.9,0,2,0,,,
12/1/21,60,OB,1,BW,9,BW.9,0,3,0,,,
12/1/21,61,OB,1,BW,9,BW.9,0,,0,,,
12/1/21,62,OB,1,BW,9,BW.9,0,3,0,,,
12/1/21,63,OB,1,C,9,C.9,0,3,0,,,
12/1/21,60,OB,1,C,9,C.9,0,3,0,,,
12/1/21,61,OB,1,C,9,C.9,0,4,0,,,
12/1/21,62,OB,1,C,9,C.9,0,3,0,,,
12/1/21,63,OB,1,D,9,D.9,0,2,0,,,
12/1/21,60,OB,1,D,9,D.9,0,4,0,,,
12/1/21,61,OB,1,D,9,D.9,0,3,0,,,
12/1/21,62,OB,1,D,9,D.9,0,3,0,,,
12/1/21,63,OB,1,LP,9,LP.9,0,4,0,,,
12/1/21,60,OB,1,LP,9,LP.9,0,4,0,,,
12/1/21,61,OB,1,LP,9,LP.9,0,4,0,,,
12/1/21,62,OB,1,LP,9,LP.9,0,4,0,,,
12/1/21,60,OB,1,N,9,N.9,0,,0,,,
12/1/21,61,OB,1,N,9,N.9,0,3,0,,,
12/1/21,62,OB,1,N,9,N.9,0,,0,,,
12/1/21,63,OB,1,PP,9,PP.9,0,,0,,,
12/1/21,60,OB,1,PP,9,PP.9,0,2,0,,,
12/1/21,61,OB,1,PP,9,PP.9,0,2,0,,,
12/1/21,62,OB,1,PP,9,PP.9,0,2,0,,,
12/1/21,63,OB,1,SA,9,SA.9,0,6,0,,,
12/1/21,60,OB,1,SA,9,SA.9,0,4,0,,,
12/1/21,61,OB,1,SA,9,SA.9,0,4,0,,,
12/1/21,62,OB,1,SA,9,SA.9,0,4,0,,,
12/1/21,63,OB,1,SF,9,SF.9,0,4,0,,,
12/1/21,60,OB,1,SF,9,SF.9,0,4,0,,,
12/1/21,61,OB,1,SF,9,SF.9,0,4,0,,,
12/1/21,62,OB,1,SF,9,SF.9,0,4,0,,,
12/1/21,63,OB,1,BW,10,BW.10,0,2,0,,,
12/1/21,60,OB,1,BW,10,BW.10,0,3,0,,,
12/1/21,61,OB,1,BW,10,BW.10,0,,0,,,
12/1/21,62,OB,1,BW,10,BW.10,0,3,0,,,
12/1/21,63,OB,1,C,10,C.10,0,3,0,,,
12/1/21,60,OB,1,C,10,C.10,0,3,0,,,
12/1/21,61,OB,1,C,10,C.10,0,4,0,,,
12/1/21,62,OB,1,C,10,C.10,0,3,0,,,
12/1/21,63,OB,1,D,10,D.10,0,3,0,,,
12/1/21,60,OB,1,D,10,D.10,0,3,0,,,
12/1/21,61,OB,1,D,10,D.10,0,4,0,,,
12/1/21,62,OB,1,D,10,D.10,0,3,0,,,
12/1/21,63,OB,1,LP,10,LP.10,0,4,0,,,
12/1/21,60,OB,1,LP,10,LP.10,0,4,0,,,
12/1/21,61,OB,1,LP,10,LP.10,0,4,0,,,
12/1/21,62,OB,1,LP,10,LP.10,0,4,0,,,
12/1/21,60,OB,1,N,10,N.10,0,3,0,,,
12/1/21,61,OB,1,N,10,N.10,0,4,0,,,
12/1/21,62,OB,1,N,10,N.10,0,3,0,,,
12/1/21,63,OB,1,PP,10,PP.10,0,2,0,,,
12/1/21,60,OB,1,PP,10,PP.10,0,2,0,,,
12/1/21,61,OB,1,PP,10,PP.10,0,,0,,,
12/1/21,62,OB,1,PP,10,PP.10,0,2,0,,,
12/1/21,63,OB,1,SA,10,SA.10,0,4,0,,,
12/1/21,60,OB,1,SA,10,SA.10,0,4,0,,,
12/1/21,61,OB,1,SA,10,SA.10,0,4,0,,,
12/1/21,62,OB,1,SA,10,SA.10,0,2,0,,,
12/1/21,63,OB,1,SF,10,SF.10,0,4,0,,,
12/1/21,60,OB,1,SF,10,SF.10,0,4,0,,,
12/1/21,61,OB,1,SF,10,SF.10,0,4,0,,,
12/1/21,62,OB,1,SF,10,SF.10,0,4,0,,,
12/1/21,63,OB,1,B,8,B.8.,0,,0,,NS,
12/1/21,60,OB,1,B,8,B.8.,0,3,0,,,
12/1/21,61,OB,1,B,8,B.8.,0,3,0,,,
12/1/21,62,OB,1,B,8,B.8.,0,3,0,,,
12/1/21,63,OB,1,BW,11,BW.11,0,2,0,,,
12/1/21,60,OB,1,BW,11,BW.11,0,2,0,,,
12/1/21,61,OB,1,BW,11,BW.11,0,2,0,,,
12/1/21,63,OB,1,C,11,C.11,0,3,0,,,
12/1/21,60,OB,1,C,11,C.11,0,4,0,,,
12/1/21,61,OB,1,C,11,C.11,0,3,0,,,
12/1/21,62,OB,1,C,11,C.11,0,3,0,,,
12/1/21,63,OB,1,D,11,D.11,0,2,0,,,
12/1/21,60,OB,1,D,11,D.11,0,3,0,,,
12/1/21,61,OB,1,D,11,D.11,0,3,0,,,
12/1/21,62,OB,1,D,11,D.11,0,3,0,,,
12/1/21,63,OB,1,LP,11,LP.11,0,4,0,,,
12/1/21,60,OB,1,LP,11,LP.11,0,4,0,,,
12/1/21,61,OB,1,LP,11,LP.11,0,4,0,,,
12/1/21,62,OB,1,LP,11,LP.11,0,4,0,,,
12/1/21,60,OB,1,N,11,N.11,0,4,0,,,
12/1/21,61,OB,1,N,11,N.11,0,3,0,,,
12/1/21,62,OB,1,N,11,N.11,0,,0,,,
12/1/21,63,OB,1,PP,11,PP.11,0,2,0,,,
12/1/21,60,OB,1,PP,11,PP.11,0,2,0,,,
12/1/21,61,OB,1,PP,11,PP.11,0,2,0,,,
12/1/21,62,OB,1,PP,11,PP.11,0,2,0,,,
12/1/21,63,OB,1,SA,11,SA.11,0,4,0,,,
12/1/21,60,OB,1,SA,11,SA.11,0,4,0,,,
12/1/21,61,OB,1,SA,11,SA.11,0,4,0,,,
12/1/21,62,OB,1,SA,11,SA.11,0,2,0,,,
12/1/21,63,OB,1,SF,11,SF.11,0,4,0,,,
12/1/21,60,OB,1,SF,11,SF.11,0,4,0,,,
12/1/21,61,OB,1,SF,11,SF.11,0,,0,,,
12/1/21,62,OB,1,SF,11,SF.11,0,4,0,,,
12/1/21,63,OB,1,B,9,B.9.,0,3,0,,,
12/1/21,60,OB,1,B,9,B.9.,0,3,0,,,
12/1/21,61,OB,1,B,9,B.9.,0,3,0,,,
12/1/21,62,OB,1,B,9,B.9.,0,3,0,,,
12/1/21,63,OB,1,BW,12,BW.12,0,2,0,,,
12/1/21,60,OB,1,BW,12,BW.12,0,2,0,,,
12/1/21,61,OB,1,BW,12,BW.12,0,2,0,,,
12/1/21,62,OB,1,BW,12,BW.12,0,2,0,,,
12/1/21,63,OB,1,C,12,C.12,0,3,0,,,
12/1/21,60,OB,1,C,12,C.12,0,3,0,,,
12/1/21,61,OB,1,C,12,C.12,0,4,0,,,
12/1/21,62,OB,1,C,12,C.12,0,3,0,,,
12/1/21,63,OB,1,D,12,D.12,0,2,0,,,
12/1/21,60,OB,1,D,12,D.12,0,3,0,,,
12/1/21,61,OB,1,D,12,D.12,0,4,0,,,
12/1/21,62,OB,1,D,12,D.12,0,3,0,,,
12/1/21,63,OB,1,LP,12,LP.12,0,4,0,,,
12/1/21,60,OB,1,LP,12,LP.12,0,4,0,,,
12/1/21,61,OB,1,LP,12,LP.12,0,4,0,,,
12/1/21,62,OB,1,LP,12,LP.12,0,4,0,,,
12/1/21,63,OB,1,N,12,N.12,0,3,0,,,
12/1/21,60,OB,1,N,12,N.12,0,4,0,,,
12/1/21,61,OB,1,N,12,N.12,0,,0,,,
12/1/21,62,OB,1,N,12,N.12,0,3,0,,,
12/1/21,63,OB,1,PP,12,PP.12,0,2,0,,,
12/1/21,60,OB,1,PP,12,PP.12,0,2,0,,,
12/1/21,61,OB,1,PP,12,PP.12,0,,0,,,
12/1/21,62,OB,1,PP,12,PP.12,0,2,0,,,
12/1/21,63,OB,1,SA,12,SA.12,0,4,0,,,
12/1/21,60,OB,1,SA,12,SA.12,0,4,0,,,
12/1/21,61,OB,1,SA,12,SA.12,0,4,0,,,
12/1/21,62,OB,1,SA,12,SA.12,0,4,0,,,
12/1/21,63,OB,1,SF,12,SF.12,0,4,0,,,
12/1/21,60,OB,1,SF,12,SF.12,0,4,0,,,
12/1/21,61,OB,1,SF,12,SF.12,0,4,0,,,
12/1/21,62,OB,1,SF,12,SF.12,0,4,0,,,
12/1/21,63,OB,1,B,10,B.10,0,3,0,,,
12/1/21,60,OB,1,B,10,B.10,0,3,0,,,
12/1/21,61,OB,1,B,10,B.10,0,3,0,,,
12/1/21,62,OB,1,B,10,B.10,0,3,0,,,
12/1/21,63,OB,1,B,11,B.11,0,2,0,,,
12/1/21,60,OB,1,B,11,B.11,0,3,0,,,
12/1/21,61,OB,1,B,11,B.11,0,2,0,,,
12/1/21,62,OB,1,B,11,B.11,0,3,0,,,
12/1/21,63,OB,1,B,12,B.12,0,3,0,,,
12/1/21,60,OB,1,B,12,B.12,0,4,0,,,
12/1/21,61,OB,1,B,12,B.12,0,3,0,,,
12/1/21,62,OB,1,B,12,B.12,0,3,0,,,
12/8/21,60,OB,1,BW,2,BW.2,0,5,0,11.1,buds,
12/8/21,62,OB,1,BW,3,BW.3,0,5,0,13,buds,
12/8/21,62,OB,1,B,1,B.1,0,,0,0,,
12/8/21,63,OB,1,B,1,B.1,0,5,0,4.3,,
12/8/21,63,OB,1,BW,5,BW.5,0,4,0,16.1,buds,
12/8/21,61,OB,1,B,1,B.1,0,5,0,3.2,,
12/8/21,60,OB,1,B,1,B.1,0,5,0,3.8,,
12/8/21,62,OB,1,BW,7,BW.7,0,5,0,10.5,buds,
12/8/21,60,OB,1,BW,12,BW.12,0,4,0,12.6,buds,
12/8/21,60,OB,1,SF,5,SF.5,0,,,,dead,
12/8/21,61,OB,1,N,7,N.7,0,,0,2,just a sprout,
12/8/21,63,OB,1,N,9,N.9,0,,0,0.8,just a sprout,
12/8/21,61,OB,1,BW,5,BW.5,0,,0,0,just sprouting,
12/8/21,63,OB,1,PP,12,PP.12,0,4,0,2.4,wrong plant?,
